index,category,description,influenceDistance,pct,x,y,z
99,0,Bonnie,27.5407,0.8426966292134831,7.4159546,-5.3758206,5.8972993
100,0,Bonnie,33.4396,0.841091492776886,7.2897663,-5.2329416,6.0148077
101,0,Bonnie,34.5188,0.8394863563402889,7.3293514,-5.2840686,6.026542
102,0,Bonnie,50.0136,0.8378812199036918,7.415697,-5.444024,5.9020777
103,0,Bonnie,41.329,0.8362760834670947,0.12886238,0.61098766,1.8512391
104,0,Bonnie,24.7689,0.8346709470304976,-0.055348396,0.47895527,1.6023704
105,0,Bonnie,20.9273,0.8330658105939005,-0.71151924,0.12571335,0.9551716
106,0,Bonnie,26.7663,0.8314606741573034,-1.5038576,-0.25327063,0.016378164
107,0,Bonnie,29.8888,0.8298555377207063,-1.955101,-0.52351856,-0.38279796
108,0,Bonnie,27.7085,0.8282504012841091,-1.5068631,-0.91684437,-0.93166304
109,0,Bonnie,38.1024,0.826645264847512,-1.0533586,-1.0254092,-1.0366344
110,0,Bonnie,44.8038,0.8250401284109149,-1.2046432,-0.9171181,-1.2280364
111,0,Bonnie,45.5117,0.8234349919743178,-0.35195923,-0.57751083,-2.3017063
112,0,Bonnie,50.6798,0.8218298555377207,-1.2248068,-1.0741959,-4.057311
113,0,Bonnie,44.0504,0.8202247191011236,-0.919065,-1.4898553,-4.9145937
114,0,Bonnie,34.703,0.8186195826645265,-1.1335807,-1.0372233,-4.600425
115,0,Bonnie,32.569,0.8170144462279294,-1.3236599,-0.9653654,-4.2952313
116,0,Bonnie,37.1224,0.8154093097913323,-1.293303,-1.0069599,-4.1909122
117,0,Bonnie,44.9964,0.8138041733547352,-0.652627,-1.762351,-5.2971706
118,0,Bonnie,43.0006,0.812199036918138,-0.08689022,-1.7864895,-6.6006184
119,0,Bonnie,42.4952,0.8105939004815409,2.461544,1.356452,-8.481639
120,0,Bonnie,29.2892,0.8089887640449438,2.1191092,1.7675905,-8.635254
121,0,Bonnie,35.3108,0.8073836276083467,2.714758,1.2600508,-8.823182
122,0,Bonnie,63.6701,0.8057784911717496,4.7768307,-3.0357623,-8.465553
123,0,Bonnie,100.415,0.8041733547351525,4.8096943,-2.4882026,-8.971142
124,0,Bonnie,160.18,0.8025682182985554,4.588189,0.075219154,-7.823124
125,0,Bonnie,145.63,0.8009630818619583,-0.31266117,-0.10216904,-9.905666
126,0,Bonnie,116.706,0.7993579454253612,9.045801,9.70581,1.3488333
127,0,Bonnie,71.8482,0.797752808988764,8.911711,9.876014,1.5451554
128,0,Bonnie,52.192,0.7961476725521669,8.411331,9.148324,2.0922847
129,0,Bonnie,41.8235,0.7945425361155698,8.783922,8.772523,1.6738381
130,0,Bonnie,31.7101,0.7929373996789727,9.051119,8.677961,0.95967627
131,0,Bonnie,33.3264,0.7913322632423756,8.60239,9.314166,1.2699976
132,0,Bonnie,33.7712,0.7897271268057785,8.786957,9.75793,1.5207416
133,0,Bonnie,34.9666,0.7881219903691814,8.788809,9.691255,1.7263036
134,0,Bonnie,31.7958,0.7865168539325843,8.861757,9.17516,1.2503259
135,0,Bonnie,32.2544,0.7849117174959872,9.019505,9.5039,1.3935394
136,0,Bonnie,35.3821,0.78330658105939,8.799852,9.905736,1.769825
137,0,Bonnie,31.9658,0.7817014446227929,8.478914,9.92475,2.4037004
138,0,Bonnie,37.2137,0.7800963081861958,8.481848,10.000001,3.0934153
139,0,Bonnie,30.3141,0.7784911717495987,8.442114,9.987922,3.4376924
140,0,Bonnie,30.4173,0.7768860353130016,7.554186,9.949155,2.9839704
141,0,Bonnie,32.1321,0.7752808988764045,8.067762,9.405686,2.747807
142,0,Bonnie,30.8584,0.7736757624398074,8.730598,9.565604,2.9176526
143,0,Bonnie,23.912,0.7720706260032103,7.787489,9.576486,3.4229264
144,0,Bonnie,23.6548,0.7704654895666132,7.3898373,8.864947,3.5685594
145,0,Bonnie,29.471,0.7688603531300161,8.108923,8.4165745,3.705558
146,0,Bonnie,34.0993,0.7672552166934189,8.179253,7.2477446,4.0227356
147,0,Bonnie,32.6868,0.7656500802568218,7.8850746,6.4274187,4.355972
148,0,Bonnie,34.5836,0.7640449438202247,0.52697563,0.8266802,1.8979245
149,0,Bonnie,39.0094,0.7624398073836276,0.5813465,0.7651439,1.8638387
150,0,Bonnie,40.8046,0.7608346709470305,0.355258,0.41252613,1.2797678
151,0,Bonnie,45.4052,0.7592295345104334,0.3594408,0.3003416,0.57652664
152,0,Bonnie,39.1924,0.7576243980738363,2.713337,-0.43683338,-4.6258526
153,0,Bonnie,54.2125,0.7560192616372392,3.436059,-0.8140893,-5.356329
154,0,Bonnie,99.0589,0.7544141252006421,3.5952578,-0.94587517,-5.6815996
155,0,Bonnie,129.817,0.7528089887640449,1.7129555,-9.560978,-1.1702085
156,0,Bonnie,92.2787,0.7512038523274478,1.3883533,-9.184052,-1.1815901
157,0,Bonnie,48.3586,0.7495987158908507,1.2140741,-9.055353,-0.94353724
158,0,Bonnie,41.2042,0.7479935794542536,0.7870226,-9.397233,-0.8088832
159,0,Bonnie,43.4255,0.7463884430176565,-0.40213394,-9.952236,-1.1294332
160,0,Bonnie,43.7836,0.7447833065810594,-0.5158396,-10.0,-1.2828541
161,0,Bonnie,37.4114,0.7431781701444623,-0.23631859,-9.828297,-1.5584636
162,0,Bonnie,47.2329,0.7415730337078652,-0.06259251,-9.732002,-1.6599574
163,0,Bonnie,56.7153,0.7399678972712681,0.21305943,-9.634455,-1.7861505
164,0,Bonnie,58.0182,0.7383627608346709,-0.1831522,-9.702275,-1.6879277
165,0,Bonnie,42.055,0.7367576243980738,-0.13657665,-9.770362,-1.8180141
166,0,Bonnie,36.5155,0.7351524879614767,0.18467236,-9.45381,-1.8666897
167,0,Bonnie,27.9902,0.7335473515248796,-0.13651085,-9.629615,-1.6107974
168,0,Bonnie,32.2992,0.7319422150882825,-0.13521099,-9.703315,-1.7712564
169,0,Bonnie,35.3513,0.7303370786516854,0.38217068,-9.688532,-1.656117
170,0,Bonnie,41.0097,0.7287319422150883,0.81742287,-9.56537,-1.5755415
171,0,Bonnie,77.695,0.7271268057784912,0.5020666,-9.095048,-2.0099392
172,0,Bonnie,102.64,0.7255216693418941,0.0526762,-7.881388,-0.52235484
173,0,Bonnie,124.69,0.723916532905297,1.2760382,-3.2062578,-6.4130077
174,0,Bonnie,101.002,0.7223113964686998,-2.1958537,1.0643792,-7.634121
175,0,Bonnie,96.9034,0.7207062600321027,1.0692768,-8.24819,-2.536869
176,0,Bonnie,90.5511,0.7191011235955056,0.5060053,-2.6797833,-6.8003845
177,0,Bonnie,94.5952,0.7174959871589085,1.3704882,2.0273962,-9.517759
178,0,Bonnie,84.4577,0.7158908507223114,-1.8161416,0.2901516,-9.267288
179,0,Bonnie,68.538,0.7142857142857143,4.691615,-4.5766125,0.30544066
180,0,Bonnie,87.5328,0.7126805778491172,1.6844501,-4.1492414,-4.9349213
181,0,Bonnie,51.2498,0.7110754414125201,7.692875,5.2588634,5.2123575
182,0,Bonnie,42.3874,0.709470304975923,7.5461597,5.3274164,5.0712028
183,0,Bonnie,45.3042,0.7078651685393258,5.692605,1.0197153,4.7499886
184,0,Bonnie,32.3885,0.7062600321027287,5.4024906,1.1008878,4.5683484
185,0,Bonnie,38.8676,0.7046548956661316,5.3973446,1.7120848,4.0739975
186,0,Bonnie,45.8271,0.7030497592295345,5.4605656,2.2263088,4.141153
187,0,Bonnie,45.7793,0.7014446227929374,4.909505,0.67603207,4.1045237
188,0,Bonnie,33.607,0.6998394863563403,4.9551363,-0.10548782,3.9139388
189,0,Bonnie,33.2101,0.6982343499197432,4.0310707,-0.06288624,3.1425033
190,0,Bonnie,36.3243,0.6966292134831461,4.5280685,0.80325127,2.8964674
191,0,Bonnie,33.1159,0.695024077046549,5.0589733,0.03292513,3.416195
192,0,Bonnie,41.2104,0.6934189406099518,4.6148605,-1.3840342,3.2007678
193,0,Bonnie,50.9586,0.6918138041733547,4.699937,-1.1861377,2.566814
194,0,Bonnie,73.7205,0.6902086677367576,1.833683,-2.4391122,-1.2781072
195,0,Bonnie,89.4557,0.6886035313001605,2.8748293,-1.0788646,-6.301114
196,0,Bonnie,99.9951,0.6869983948635634,5.8182592,-0.33332157,-7.1954813
197,0,Bonnie,72.0254,0.6853932584269663,6.889702,-2.7901735,-7.2124243
198,0,Bonnie,81.4559,0.6837881219903692,3.5044003,-2.849991,-7.772129
199,0,Bonnie,66.1171,0.6821829855537721,3.6718988,-1.4042368,-7.169095
200,0,Bonnie,48.72,0.680577849117175,4.80229,0.92242813,-7.1012163
201,0,Bonnie,36.1863,0.6789727126805778,4.899642,0.542501,-7.202589
202,0,Bonnie,39.7656,0.6773675762439807,6.8519564,-0.45351934,-6.9613743
203,0,Bonnie,49.9497,0.6757624398073836,6.973981,-2.6599135,-7.2782135
204,0,Bonnie,55.982,0.6741573033707865,6.665415,-2.8128858,-6.775223
205,0,Bonnie,61.9171,0.6725521669341894,6.8227177,-2.704825,-6.417882
206,0,Bonnie,65.0159,0.6709470304975923,6.791134,-1.2445884,-7.3279715
207,0,Bonnie,68.0779,0.6693418940609952,6.306175,-1.6190286,-7.91329
208,0,Bonnie,80.8601,0.6677367576243981,5.4029894,-2.4184442,-8.635696
209,0,Bonnie,68.4013,0.666131621187801,5.0108976,-1.344522,-6.5956526
210,0,Bonnie,49.3136,0.6645264847512039,6.5193644,-3.1724465,-7.0070295
211,0,Bonnie,78.8594,0.6629213483146067,6.138837,-2.1097732,-8.594697
212,0,Bonnie,78.0105,0.6613162118780096,4.580922,-2.0286684,-8.698618
213,0,Bonnie,67.1289,0.6597110754414125,2.6653013,-2.078939,-8.214106
214,0,Bonnie,55.7261,0.6581059390048154,4.685254,0.41228342,-7.0978346
215,0,Bonnie,46.93,0.6565008025682183,5.4420357,-0.4092312,-6.5344706
216,0,Bonnie,53.7632,0.6548956661316212,6.9252863,-0.69100523,-7.132392
217,0,Bonnie,73.2219,0.6532905296950241,5.5991936,-2.41044,-9.001371
218,0,Bonnie,65.6685,0.651685393258427,5.237238,-2.5359502,-9.101357
219,0,Bonnie,46.3157,0.6500802568218299,5.3889,-0.8175082,-6.3856163
220,0,Bonnie,45.516,0.6484751203852327,5.4833584,-1.1025486,-6.429244
221,0,Bonnie,53.9943,0.6468699839486356,5.3163548,-3.2981815,-7.3210135
222,0,Bonnie,60.5675,0.6452648475120385,5.444233,-3.4964838,-7.6693544
223,0,Bonnie,60.4277,0.6436597110754414,5.4267225,-0.9604826,-8.332622
224,0,Bonnie,66.8956,0.6420545746388443,5.043293,-1.0354371,-8.287809
225,0,Bonnie,73.2524,0.6404494382022472,4.732257,-2.0845113,-8.869855
226,0,Bonnie,60.9309,0.6388443017656501,2.0384178,-1.8856683,-8.294656
227,0,Bonnie,69.4598,0.637239165329053,3.2988281,-2.5472112,-7.8923025
228,0,Bonnie,108.667,0.6356340288924559,3.4714613,-0.9641104,-5.682376
229,0,Bonnie,113.272,0.6340288924558587,3.2081404,-9.660783,-2.2065454
230,0,Bonnie,83.9391,0.6324237560192616,3.0293894,-9.582718,-2.061819
231,0,Bonnie,67.0809,0.6308186195826645,2.64079,-9.813467,-1.6266465
232,0,Bonnie,63.3051,0.6292134831460674,2.5230093,-9.545246,-1.7559614
233,0,Bonnie,58.9682,0.6276083467094703,2.338067,-9.273451,-1.91294
234,0,Bonnie,57.5501,0.6260032102728732,2.3425655,-9.077827,-2.0034304
235,0,Bonnie,45.204,0.6243980738362761,2.3957863,-9.01791,-1.9937735
236,0,Bonnie,36.4728,0.622792937399679,2.3040342,-9.173207,-1.8489971
237,0,Bonnie,31.2268,0.6211878009630819,2.3308468,-8.78672,-1.9170008
238,0,Bonnie,64.8073,0.6195826645264848,2.556201,-8.2393265,-2.1182923
239,0,Bonnie,79.0825,0.6179775280898876,2.6442356,-8.126993,-2.2139378
240,0,Bonnie,71.1645,0.6163723916532905,6.348254,-0.6039505,-7.238165
241,0,Bonnie,55.4744,0.6147672552166934,6.487068,-0.696002,-7.286086
242,0,Bonnie,62.2716,0.6131621187800963,4.561408,-2.675181,-8.386119
243,0,Bonnie,60.0132,0.6115569823434992,4.3384714,0.4297309,-6.326889
244,0,Bonnie,67.449,0.6099518459069021,4.2545443,0.8772116,-5.9288073
245,0,Bonnie,62.37,0.608346709470305,5.2235136,0.19972277,-8.12519
246,0,Bonnie,43.3581,0.6067415730337079,3.5402193,1.1090598,-8.089663
247,0,Bonnie,54.508,0.6051364365971108,4.713891,-1.491653,-6.5763874
248,0,Bonnie,86.2691,0.6035313001605136,5.0390005,-3.6574879,-6.7543716
249,0,Bonnie,104.671,0.6019261637239165,2.651163,-9.797003,-1.7585754
250,0,Bonnie,81.1348,0.6003210272873194,2.5191116,-9.874314,-1.5717654
251,0,Bonnie,49.1637,0.5987158908507223,2.2367887,-9.64204,-1.3362532
252,0,Bonnie,25.2435,0.5971107544141252,2.0465975,-9.178936,-1.5678
253,0,Bonnie,34.0708,0.5955056179775281,2.0261211,-9.017668,-1.678061
254,0,Bonnie,46.5635,0.593900481540931,2.1547575,-8.6411,-1.6258063
255,0,Bonnie,53.0584,0.5922953451043339,2.399434,-8.072109,-1.6485786
256,0,Bonnie,58.8441,0.5906902086677368,2.8187494,-7.7898264,-1.9507561
257,0,Bonnie,76.9674,0.5890850722311396,3.0708237,-7.6048474,-2.048595
258,0,Bonnie,139.183,0.5874799357945425,4.720828,-4.1224174,-3.2541504
259,0,Bonnie,137.053,0.5858747993579454,5.7572136,-5.496769,2.7087102
260,0,Bonnie,125.643,0.5842696629213483,4.168375,-4.2816887,-3.1098871
261,0,Bonnie,87.8641,0.5826645264847512,5.188799,1.5346804,-6.946327
262,0,Bonnie,62.6484,0.5810593900481541,4.0107145,1.1054254,-7.2091494
263,0,Bonnie,64.5976,0.579454253611557,4.4214163,-3.945984,-3.3523827
264,0,Bonnie,50.0177,0.5778491171749599,4.5262823,-3.8967683,-3.4629064
265,0,Bonnie,44.1306,0.5762439807383628,4.139988,-4.246525,-3.414156
266,0,Bonnie,41.7152,0.5746388443017657,4.369508,-3.9317439,-3.436942
267,0,Bonnie,35.8524,0.5730337078651685,4.5397463,-3.1744392,-3.7507243
268,0,Bonnie,44.2048,0.5714285714285714,4.0231676,-4.3231945,-3.1579924
269,0,Bonnie,134.967,0.5698234349919743,4.282132,-4.0691957,-3.3872972
270,0,Bonnie,173.413,0.5682182985553772,5.424094,1.1576867,-6.8985214
271,0,Bonnie,221.778,0.5666131621187801,4.0912285,1.7599497,-5.9112644
272,0,Bonnie,145.218,0.565008025682183,3.3565292,1.3385086,-7.937871
273,0,Bonnie,128.388,0.5634028892455859,2.4534712,-5.3738136,-2.189941
274,0,Bonnie,87.6106,0.5617977528089888,2.4800673,-5.589621,-2.0869188
275,0,Bonnie,69.027,0.5601926163723917,2.4140177,-5.6396008,-2.0348268
276,0,Bonnie,66.447,0.5585874799357945,2.1236992,-5.4193287,-1.8286414
277,0,Bonnie,60.9877,0.5569823434991974,2.4451733,-5.6592617,-2.0478148
278,0,Bonnie,50.7508,0.5553772070626003,2.5643768,-5.7308493,-2.0329127
279,0,Bonnie,35.6541,0.5537720706260032,2.5043955,-5.6209598,-1.9844899
280,0,Bonnie,40.8778,0.5521669341894061,2.756608,-5.7808275,-1.8710866
281,0,Bonnie,45.3328,0.5497592295345104,2.8993921,-5.6934247,-1.8460169
282,0,Bonnie,52.302,0.5473515248796148,2.9711885,-5.4883757,-1.7310934
283,0,Bonnie,76.3535,0.5449438202247191,3.1191664,-5.336421,-1.5707569
284,0,Bonnie,66.4926,0.5425361155698234,3.6103725,-5.189906,-1.3262119
285,0,Bonnie,53.1075,0.5409309791332263,3.4317608,-5.216926,-1.1012316
286,0,Bonnie,59.5327,0.5393258426966292,3.587801,-4.7664976,-0.5674832
287,0,Bonnie,54.5803,0.5377207062600321,3.9543648,-4.8607044,-0.9455538
288,0,Bonnie,45.0841,0.536115569823435,4.3226757,-4.686448,-1.2390151
289,0,Bonnie,41.0989,0.5345104333868379,4.7979946,-4.027549,-1.5362678
290,0,Bonnie,52.5443,0.5329052969502408,6.2741766,-1.4366632,-3.1891203
291,0,Bonnie,51.6311,0.5313001605136437,7.4239807,3.4037724,-5.8048105
292,0,Bonnie,46.9054,0.5296950240770465,7.1823883,3.993185,-5.6402283
293,0,Bonnie,37.7372,0.5280898876404494,7.0835743,4.1826096,-5.4594107
294,0,Bonnie,36.9646,0.5264847512038523,7.1215363,4.083663,-5.47015
295,0,Bonnie,32.0534,0.5248796147672552,7.136055,4.225008,-5.4735336
296,0,Bonnie,36.9833,0.5232744783306581,7.3234673,4.331355,-5.5144567
297,0,Bonnie,47.1453,0.521669341894061,7.332739,4.333709,-5.5709753
298,0,Bonnie,61.6313,0.5192616372391653,7.437052,4.3406086,-5.692114
299,0,Bonnie,112.186,0.5192616372391653,9.619446,8.186067,9.111393
300,0,Bonnie,98.334,0.5168539325842697,9.644209,8.597416,9.467802
301,0,Bonnie,69.6336,0.5152487961476726,9.899311,8.926261,9.699909
302,0,Bonnie,63.1663,0.5136436597110754,9.932764,8.856682,9.656922
303,0,Bonnie,62.8731,0.5120385232744783,10.0,8.567723,9.437934
304,0,Bonnie,61.1337,0.5104333868378812,9.626076,8.103179,8.9981985
305,0,Bonnie,65.7314,0.5088282504012841,9.632534,8.322809,9.241294
306,0,Bonnie,64.9423,0.507223113964687,9.821287,8.995636,9.798605
307,0,Bonnie,65.1548,0.5056179775280899,9.93162,9.143453,9.898918
308,0,Bonnie,54.7782,0.5040128410914928,9.889441,8.779555,9.690297
309,0,Bonnie,67.6032,0.5024077046548957,9.9445095,8.586323,9.439878
310,0,Bonnie,73.1144,0.5008025682182986,9.633247,8.154249,9.009274
311,0,Bonnie,50.2621,0.49919743178170145,9.5355015,8.102637,9.029728
312,0,Bonnie,51.2453,0.49759229534510435,9.816818,9.08043,9.865403
313,0,Bonnie,54.1604,0.4959871589085072,9.923294,9.234513,10.0
314,0,Bonnie,58.7175,0.4943820224719101,9.978483,8.865943,9.607788
315,0,Bonnie,66.9657,0.492776886035313,9.817663,8.378761,9.22838
316,0,Bonnie,61.6749,0.4911717495987159,9.641752,8.241506,8.921027
317,0,Bonnie,61.292,0.4895666131621188,9.713778,8.804583,9.651522
318,0,Bonnie,54.5228,0.48796147672552165,9.858297,8.755777,9.589201
319,0,Bonnie,59.8383,0.48635634028892455,9.682322,8.285641,9.1803665
320,0,Bonnie,54.892,0.48475120385232745,9.587236,8.1772995,9.093135
321,0,Bonnie,50.9663,0.48314606741573035,6.370166,-0.80388355,-6.6078777
322,0,Bonnie,62.3733,0.48154093097913325,4.9286795,-2.9323308,-8.663424
323,0,Bonnie,67.3354,0.4799357945425361,-1.0571404,-1.144795,-7.3799057
324,0,Bonnie,69.1105,0.478330658105939,1.0766659,1.3538074,-9.605529
325,0,Bonnie,70.7738,0.4767255216693419,-0.62466335,1.8304167,-7.7740307
326,0,Bonnie,52.4775,0.4751203852327448,-1.0023103,-0.09915829,-6.3939743
327,0,Bonnie,48.4206,0.47351524879614765,-1.0839658,-0.9453802,-7.328416
328,0,Bonnie,93.5709,0.47191011235955055,2.279951,7.1711407,-3.0389848
329,0,Bonnie,90.0522,0.47030497592295345,2.3923025,7.0024776,-2.9438539
